	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GPR153	110.8107321	1.439548252	0.51781846	2.780024977	0.005435472	0.033264703
ANOS1	269.5351522	-1.676912586	0.603934327	-2.776647249	0.005492275	0.033533339
CCT6B	120.8000224	-1.056344537	0.380777346	-2.774179051	0.005534121	0.033754793
SIGLEC8	19.86455336	4.187607517	1.510528059	2.772280523	0.005566504	0.033905548
LIPG	17.4659937	3.464133684	1.251341221	2.768336586	0.005634323	0.034182314
ADAMTS1	44.72265733	2.605209219	0.941174567	2.768040394	0.005639447	0.034201972
STATH	621.2721982	1.527149019	0.552988698	2.761627907	0.005751398	0.034788012
IFNG	31.26140248	3.459724193	1.253064722	2.761009971	0.005762292	0.034842299
ARL11	108.6138871	1.722816648	0.624864883	2.757102685	0.005831604	0.035202807
LY6D	362.8127348	1.522822829	0.552888359	2.754304379	0.005881704	0.035399361
TNFSF8	30.2850749	3.357578548	1.21909796	2.754149919	0.005884481	0.035404341
CD200R1	528.0560393	1.60020173	0.581349354	2.752564733	0.005913046	0.035493906
SERPINA1	1161.582873	1.73503804	0.630799069	2.75053995	0.005949714	0.03565711
TXNRD3	114.955731	-1.018543912	0.37066834	-2.747857861	0.005998601	0.035877045
CARMIL2	29.36802259	2.586597225	0.942166688	2.74537113	0.00604425	0.036066938
SUSD3	64.20106793	1.426337744	0.519676623	2.744664046	0.006057287	0.036122353
PSTPIP2	288.0783719	1.230322371	0.448326946	2.744252562	0.006064886	0.036154442
HIST1H3H	156.8231912	1.177109406	0.429050897	2.743519272	0.006078448	0.036199649
IGFBP5	2250.065997	-1.10632015	0.403246559	-2.743532772	0.006078198	0.036199649
RNF208	43.42625849	1.225444381	0.446764606	2.742930763	0.006089352	0.036240824
FTH1P10	24.32738838	1.672699876	0.61001279	2.742073451	0.006105269	0.03629987
AC007256.1	21.69665649	-1.665298961	0.607378845	-2.741779655	0.006110732	0.036307203
MCEMP1	158.8061079	4.205707759	1.534242689	2.74122718	0.006121017	0.036334037
SCML4	46.64540719	2.336658814	0.852397157	2.741279455	0.006120043	0.036334037
LINC01963	46.78464032	-1.047573114	0.382204313	-2.740872037	0.006127637	0.036361448
ITGB7	140.7001147	1.198895073	0.43750807	2.740281048	0.006138667	0.036403116
ZNF519	56.46236444	-1.401394719	0.511631309	-2.739071464	0.006161298	0.036501571
KLF10	984.9564668	1.105569545	0.403652233	2.738915964	0.006164213	0.036506932
CYP2G2P	181.4178806	-1.800583768	0.65769437	-2.737721121	0.006186651	0.036615945
HSD17B14	52.44718788	2.329869178	0.851288246	2.7368746	0.006202593	0.036674447
CLTCL1	88.92329255	-1.168164218	0.42686306	-2.736625226	0.006207296	0.036690313
ZNF354C	71.63523005	-1.082656869	0.395705062	-2.736019762	0.006218729	0.036745745
FGF13	69.29452466	1.437258808	0.525654598	2.734226646	0.006252699	0.036874683
KIAA0040	653.477225	1.28186989	0.468852181	2.734059777	0.006255869	0.036881401
DLGAP1-AS5	87.23007853	1.902541067	0.69622776	2.732641782	0.006282862	0.037006555
ZIK1	76.81589616	-1.180189853	0.432221957	-2.730518046	0.006323487	0.037219643
IL17RD	73.99527241	-1.65621966	0.606636394	-2.730168639	0.006330193	0.037240528
PAQR7	167.8193385	-1.19921046	0.439336787	-2.729592643	0.006341263	0.037288022
EDIL3	81.91328696	-1.934229106	0.708832819	-2.728752187	0.006357446	0.037346911
CR1	273.891018	3.505587242	1.284795953	2.728516722	0.006361986	0.037349425
PLA2G4C	84.75786567	3.009955614	1.103933996	2.726572081	0.006399597	0.037545958
PEG10	26.61661071	-3.08755658	1.132881206	-2.72540189	0.006422326	0.037667139
AC015871.5	14.34819818	5.801943256	2.129564102	2.724474577	0.006440389	0.037759203
MIR147B	91.06227899	2.580481594	0.94743568	2.723648317	0.006456522	0.037806661
POSTN	233.5733547	-1.882151287	0.691067635	-2.723541363	0.006458613	0.037806717
SCARNA9	150.9775856	-1.877624082	0.68962425	-2.722676998	0.006475534	0.03788135
TBX1	186.429452	1.324600447	0.487369179	2.717858459	0.006570594	0.038338666
PSCA	8036.937852	1.269786444	0.467252496	2.717559468	0.006576534	0.038348686
TRGC2	40.10659859	3.027013211	1.114163452	2.716848417	0.006590678	0.03838188
ZNF571	81.57767996	-1.089750574	0.40159864	-2.713531537	0.006657023	0.038689581
SERPINE1	205.8924231	2.303481182	0.849177729	2.712601971	0.006675724	0.038752908
RPL7P9	11.60862037	-1.177250928	0.434294117	-2.710722715	0.006713674	0.038886219
MIR155HG	15.13610872	3.621272607	1.336062214	2.710407173	0.006720066	0.038910829
LITAF	4473.152608	1.245428124	0.459773287	2.70878748	0.006752958	0.039063927
EMILIN2	360.8864308	1.57073187	0.580119066	2.707602564	0.006777113	0.039153777
CEACAM5	4783.26276	1.124531613	0.41578052	2.704627941	0.006838093	0.039418319
FAXC	65.24354652	-1.474948292	0.545410566	-2.704289915	0.006845054	0.039432331
GFI1	57.53817668	2.050644857	0.758417447	2.703847156	0.006854181	0.039432357
SBK1	204.332066	1.123630575	0.415578845	2.703772315	0.006855725	0.039432357
CD33	32.96371521	2.623802503	0.97088045	2.70249803	0.006882059	0.039521253
AC132008.2	157.5185647	-1.020545289	0.377916956	-2.700448531	0.006924605	0.039702818
PAQR8	281.9453255	1.088106656	0.403083204	2.699459184	0.006945227	0.039758308
TLR9	23.08786352	3.458367444	1.282234409	2.69714135	0.006993758	0.039947992
TRIB1	1895.047528	1.274970026	0.47304917	2.695216707	0.007034287	0.040116415
AC139887.2	48.42215367	-1.098032201	0.407385694	-2.695313601	0.007032241	0.040116415
BBC3	118.1177445	1.078290178	0.400213985	2.6942841	0.007054001	0.040190989
LINC01285	17.61747974	3.758363725	1.395340634	2.693509837	0.007070406	0.040271826
GRIN2D	13.76613781	3.392449269	1.259561761	2.693356827	0.007073652	0.040277684
HTR2B	31.75826653	3.268419776	1.21374801	2.692832243	0.007084791	0.040315833
SLC26A4-AS1	78.26502818	2.071317033	0.769194013	2.692840815	0.007084609	0.040315833
AL021707.6	129.7317201	1.372776104	0.509975048	2.691849551	0.007105699	0.040409493
AC005532.1	54.02650628	1.635698655	0.608739121	2.68702733	0.007209105	0.040946276
ZDBF2	125.9350657	-1.042088796	0.387883145	-2.686605	0.007218226	0.040970025
GMNC	77.64304587	1.654307288	0.616067553	2.685269303	0.007247139	0.041110559
PART1	74.8314325	-1.536240811	0.572174346	-2.684917318	0.007254775	0.041128506
CTSW	40.37603161	3.290506867	1.226075478	2.683771862	0.007279676	0.041218217
ASPHD2	103.4031079	1.078826878	0.402284609	2.68175032	0.00732381	0.041403574
TLR6	139.2430681	1.498150636	0.559257494	2.678820851	0.007388191	0.041715605
ADPRH	166.4715827	1.001005663	0.374111746	2.675686271	0.007457642	0.041977257
DENND5B	80.80924014	-1.205750305	0.450721452	-2.67515624	0.007469443	0.042030658
SLAMF1	38.9360204	2.602880981	0.973785045	2.672952305	0.007518694	0.042237775
AMOTL1	212.2576588	-1.264657051	0.473143086	-2.672884986	0.007520203	0.042237775
VSTM2L	301.4129849	1.564186107	0.585273338	2.67257366	0.007527185	0.042263921
RAB8B	549.0315553	1.072058654	0.401562493	2.669718094	0.007591495	0.042546104
HCST	48.42808331	3.137784211	1.176040429	2.668092128	0.007628334	0.042699863
CDC42EP2	315.7848187	1.123622031	0.421216781	2.667562359	0.007640371	0.042754066
KLHL41	41.4536468	-1.25874677	0.472346156	-2.664882003	0.007701534	0.04301681
MMP10	1441.488649	-1.158936296	0.435000258	-2.664219791	0.007716713	0.043075097
COL17A1	69.40399482	2.349199422	0.88208468	2.663235712	0.007739318	0.04316149
AL161431.1	327.9830787	1.445261606	0.542762887	2.662786351	0.00774966	0.043192644
TENM2	29.00234622	-2.353992301	0.884192195	-2.662308394	0.007760674	0.043240761
PEX5L	3.638873211	-3.872588448	1.454659963	-2.662194977	0.00776329	0.04324207
SLC16A13	114.1808979	1.057281712	0.39718396	2.661944635	0.007769066	0.043260977
AL136295.7	17.29949058	-1.563745391	0.587555156	-2.661444421	0.007780619	0.043298761
HDC	62.29170787	-1.915392978	0.719862827	-2.660774952	0.007796105	0.043371652
AIF1L	105.9996437	1.504802534	0.565623751	2.660430246	0.007804089	0.043402778
CSMD1	324.2747939	-1.670909924	0.628121815	-2.66016859	0.007810155	0.043413262
TEN1-CDK3	81.60206949	-1.213974637	0.456587686	-2.658798458	0.007841986	0.043560193
ADGRG3	429.7918078	2.809503132	1.057405027	2.65697917	0.007884431	0.04374246
THSD7A	137.6599579	-1.255654852	0.472707935	-2.656301619	0.007900292	0.043817069
PTPRO	58.73729178	1.601315396	0.60295869	2.655763027	0.00791292	0.043856439
SCEL	1319.301601	1.258017045	0.473979583	2.654158726	0.007950642	0.044002272
OVCA2	99.04032467	2.614412557	0.985070161	2.654036901	0.007953513	0.044004754
AC012360.3	52.06716907	-1.329360371	0.501542116	-2.650545845	0.008036182	0.044340586
BCKDHB	172.5670015	-1.011468475	0.381928103	-2.648321676	0.008089251	0.044579236
SLC2A3	888.6032674	2.427258293	0.917096774	2.646676297	0.008128712	0.044728848
PNMA3	5.389572381	-3.098315654	1.170635242	-2.646696036	0.008128238	0.044728848
PATL2	590.2460404	1.176924821	0.444890523	2.645425698	0.00815882	0.044853757
MYBPC3	34.61185205	5.043269606	1.906737795	2.644972801	0.008169748	0.044900245
SNORA73A	404.5311102	1.548053891	0.585323561	2.64478315	0.008174328	0.044911827
FAM46A	1186.248127	1.064642276	0.402622023	2.644272333	0.008186676	0.044952473
SIGLEC5	116.1551402	3.742154287	1.415733566	2.643261681	0.008211155	0.045037398
AC131011.1	26.21998066	2.615505964	0.989465595	2.643352105	0.008208962	0.045037398
ANO8	256.7448512	1.139614834	0.431145709	2.643224346	0.00821206	0.045037398
TOX2	19.85224839	3.593961361	1.359937351	2.642740386	0.008223807	0.04507626
RAB3B	695.5714018	-1.010539735	0.38240984	-2.642556831	0.008228266	0.04507626
AC006064.4	21.19083632	2.54255249	0.9626642	2.6411624	0.00826221	0.04521687
Z95331.1	83.5532616	-1.034160373	0.391572651	-2.641043418	0.008265113	0.045219128
OVOL1	271.7824238	1.397562518	0.529245614	2.64066906	0.00827425	0.04522825
NKAPL	53.44066158	1.410013971	0.53471558	2.636942001	0.008365713	0.045591004
DDIT4L	62.17782143	-1.389073564	0.526738262	-2.637122957	0.008361252	0.045591004
HCAR2	1014.300401	1.404550534	0.53280975	2.63612018	0.008386002	0.045669877
DCLK1	21.59452357	-2.56954006	0.974851535	-2.635827066	0.00839325	0.04568624
HOXB2	25.23750701	2.862128801	1.085981601	2.635522368	0.008400789	0.045699889
DPH6	155.8075346	-1.016512073	0.38573702	-2.635246346	0.008407624	0.045712024
HIST2H2BC	27.20605816	1.447385956	0.54950357	2.633988268	0.00843884	0.045851958
AL627309.5	30.23651699	1.942213773	0.737665778	2.632918362	0.008465469	0.045969143
AC012321.1	86.51105185	2.40181334	0.912740082	2.631431869	0.008502591	0.046143134
ADGRV1	946.012895	-1.163367916	0.442202622	-2.630848073	0.00851721	0.046208664
AC147651.3	14.14057199	4.879227123	1.854777309	2.630626923	0.008522754	0.046224933
RGS2	2098.834225	1.936631136	0.736596721	2.629160681	0.008559591	0.046397017
SPRR2E	424.8838097	2.932402587	1.116256632	2.626996788	0.008614215	0.046665254
TMSB4Y	33.93921205	3.698385675	1.408103697	2.626500933	0.008626776	0.046719366
ZMAT1	351.6187875	-1.115185769	0.424749816	-2.625512067	0.008651874	0.046827367
IL6	75.40059012	3.741687265	1.425622027	2.624599784	0.008675087	0.046925038
XRCC2	18.01885818	-1.569649683	0.598135891	-2.624235908	0.008684361	0.046947243
KLRC1	40.17808443	2.583035237	0.984399083	2.6239716	0.008691103	0.04695574
AL669831.4	20.49644658	-1.242403139	0.47389761	-2.621669982	0.008750012	0.047215235
ANXA2R	31.05913313	1.795334618	0.685056277	2.620711143	0.008774657	0.047322707
PDE7B	162.0778953	-1.028832698	0.393227361	-2.61638126	0.008886727	0.047827705
KCNE4	23.90403152	2.567523022	0.981502841	2.615909924	0.008899003	0.04786541
GCM1	18.90040364	3.556747572	1.360265615	2.614744895	0.008929412	0.047986344
SCN3B	4.648154787	-3.073631788	1.176167372	-2.613260545	0.00896829	0.048092832
ASPG	36.49668535	2.427327542	0.929368621	2.611802773	0.00900662	0.048258478
HIST1H2AC	826.7162224	1.091757613	0.418032339	2.611658262	0.009010427	0.048264125
ITPRIP	500.859129	1.282705749	0.491319135	2.610738434	0.009034697	0.048366116
WASF3	64.30683475	-1.050403387	0.402889122	-2.607177336	0.009129207	0.048771444
FAT4	65.30129039	-1.840690385	0.706260493	-2.606248547	0.009154001	0.048860791
PIK3CG	277.3591426	1.106203654	0.424635856	2.605064171	0.009185705	0.049004012
MAOB	326.4185778	-1.188031273	0.456443312	-2.60280136	0.009246551	0.049267924
PCSK9	21.51849409	2.795491497	1.075007907	2.600438079	0.009310482	0.049579477
LRRC26	70.16326068	1.68439334	0.64805204	2.599163704	0.00934512	0.049676544
CYR61	800.1753006	1.387199696	0.533777301	2.598836056	0.009354044	0.049680365
ANKH	105.4728121	-1.5853021	0.61000049	-2.598853813	0.00935356	0.049680365
AL357033.4	86.90742535	1.425808844	0.549134232	2.596466878	0.009418799	0.049965846
